"nombre","año_nacimiento","que_hace","conocido_por","premios","ID_IMDB"
"Cate Blanchett","1969","['Reparto', 'Producción', 'Guion']","['Carol', 'Blue Jasmine', 'El señor de los anillos: La comunidad del anillo']","[""Academy Awards, USA 2023 Nominado Oscar Best Performance by an Actress in a Leading Role Tár 2016 Nominado Oscar Best Performance by an Actress in a Leading Role Carol 2014 Ganador Oscar Best Performance by an Actress in a Leading Role Blue Jasmine 2008 Nominado Oscar Best Performance by an Actress in a Leading Role Elizabeth: La edad de oro 2008 Nominado Oscar Best Performance by an Actress in a Supporting Role I'm Not There 3 más"", 'Academy of Science Fiction, Fantasy & Horror Films, USA 2022 Nominado Saturn Award Best Actress El callejón de las almas perdidas 2009 Nominado Saturn Award Best Actress El curioso caso de Benjamin Button 2007 Nominado Saturn Award Best Supporting Actress Diario de un escándalo 2004 Nominado Saturn Award Best Actress Desapariciones 2001 Nominado Saturn Award Best Actress Premonición', 'Film Critics Circle of Australia Awards 2024 Nominado FCCA Award Best Actress The New Boy 2024 Nominado FCCA Award Best Film The New Boy Compartido con: Lorenzo De Maio · Georgie Pym · Kath Shelper · Andrew Upton 2005 Ganador FCCA Award Best Actress in a Lead Role Little Fish 1999 Nominado FCCA Award Best Actor - Female Oscar y Lucinda 1998 Ganador FCCA Award Best Supporting Actor - Female Thank God He Met Lizzie', ""Australian Film Institute 2008 Ganador AFI International Award Best Actress Elizabeth: La edad de oro 2005 Ganador AFI Award Best Lead Actress Little Fish 2005 Ganador News Limited Readers' Choice Award 1998 Nominado AFI Award Best Performance by an Actress in a Leading Role Oscar y Lucinda 1997 Ganador AFI Award Best Performance by an Actress in a Supporting Role Thank God He Met Lizzie"", 'Blockbuster Entertainment Awards 2000 Nominado Blockbuster Entertainment Award Favorite Supporting Actress - Suspense El talento de Mr. Ripley']","tt1646971"
"Gerard Butler","1969","['Reparto', 'Producción', 'Cámara y electricidad']","['300', 'Un ciudadano ejemplar', 'El fantasma de la ópera de Andrew Lloyd Webber']","['Academy of Science Fiction, Fantasy & Horror Films, USA 2008 Nominado Saturn Award Best Actor 300', 'Annie Awards 2011 Nominado Annie Best Voice Acting in an Animated Feature Production Cómo entrenar a tu dragón For playing ""Stoick"".', 'Golden Camera, Germany 2016 Ganador Golden Camera Best International Actor For his body of work.', 'Satellite Awards 2005 Nominado Golden Satellite Award Best Actor in a Motion Picture, Comedy or Musical El fantasma de la ópera de Andrew Lloyd Webber', 'MTV Movie + TV Awards 2007 Nominado MTV Movie Award Best Performance 300 2007 Ganador MTV Movie Award Best Fight 300 Vs. the ""Uber Immortal"".']","tt1646971"
"Craig Ferguson","1962","['Guion', 'Música', 'Reparto']","['Asuntos de famillia', 'Cómo entrenar a tu dragón 2', 'Winnie the Pooh']","['British Independent Film Awards 2000 Nominado British Independent Film Award Best Screenplay El jardín de la alegría Compartido con: Mark Crowdy', 'Daytime Emmy Awards 2017 Nominado Daytime Emmy Outstanding Game Show Host Celebrity Name Game 2017 Nominado Daytime Emmy Outstanding Game Show Celebrity Name Game Compartido con: David Arquette · Courteney Cox · Richard Gerrits · Jennifer Mullin · John Quinn · Laura Robinson · · · 2016 Ganador Daytime Emmy Outstanding Game Show Host Celebrity Name Game 2015 Ganador Daytime Emmy Outstanding Game Show Host Celebrity Name Game', 'Primetime Emmy Awards 2006 Nominado Primetime Emmy Outstanding Individual Performance in a Variety or Music Program The Late Late Show with Craig Ferguson', 'Grammy Awards 2016 Nominado Grammy Best Comedy Album For the album ""Just Being Honest."" 2014 Nominado Grammy Best Comedy Album For the album ""I\'m Here to Help."" 2011 Nominado Grammy Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling) For the album ""American on Purpose""', ""People's Choice Awards, USA 2015 Nominado People's Choice Award Favorite Late Night Talk Show Host""]","tt1646971"
"America Ferrera","1984","['Reparto', 'Producción', 'Dirección']","['Barbie', 'Uno para todas', 'Cómo entrenar a tu dragón']","['Academy Awards, USA 2024 Nominado Oscar Best Performance by an Actress in a Supporting Role Barbie', 'ALMA Awards 2014 Ganador ALMA Award Special Achievement in Film Cesar Chavez Compartido con: Diego Luna · Michael Peña · Rosario Dawson 2009 Nominado ALMA Award Actress in Television - Comedy Betty 2007 Ganador ALMA Award Outstanding Actress - Television Series, Mini-Series or Television Movie Betty 2006 Nominado ALMA Award Outstanding Actress in a Motion Picture Uno para todas', 'Critics Choice Awards 2024 Nominado Critics Choice Award Best Supporting Actress Barbie 2024 Ganador SeeHer Award', 'Primetime Emmy Awards 2008 Nominado Primetime Emmy Outstanding Lead Actress in a Comedy Series Betty For playing: ""Betty Suarez"". 2007 Ganador Primetime Emmy Outstanding Lead Actress in a Comedy Series Betty For playing: ""Betty Suarez"".', 'Golden Globes, USA 2009 Nominado Golden Globe Best Performance by an Actress in a Television Series - Comedy or Musical Betty 2008 Nominado Golden Globe Best Performance by an Actress in a Television Series - Comedy or Musical Betty 2007 Ganador Golden Globe Best Performance by an Actress in a Television Series - Comedy or Musical Betty']","tt1646971"
"Jonah Hill","1983","['Reparto', 'Producción', 'Guion']","['Infiltrados en clase', 'Infiltrados en la universidad', 'El lobo de Wall Street']","['Academy Awards, USA 2014 Nominado Oscar Best Performance by an Actor in a Supporting Role El lobo de Wall Street 2012 Nominado Oscar Best Performance by an Actor in a Supporting Role Moneyball: Rompiendo las reglas', 'American Comedy Awards, USA 2014 Nominado American Comedy Award Best Comedy Supporting Actor - Film Juerga hasta el fin', 'Art Film Festival 2019 Nominado Blue Angel Best Film En los 90 2019 Ganador Blue Angel Best Director En los 90', 'Berlin International Film Festival 2019 Nominado C.I.C.A.E. Award Panorama En los 90', 'BAFTA Awards 2012 Nominado BAFTA Film Award Best Supporting Actor Moneyball: Rompiendo las reglas']","tt1646971"
"Christopher Mintz-Plasse","1989","['Reparto', 'Producción', 'Guion']","['Supersalidos', 'Kick Ass 2: Con un par', 'Kick-Ass: Listo para machacar']","['MTV Movie + TV Awards 2008 Nominado MTV Movie Award Breakthrough Performance Supersalidos', ""Teen Choice Awards 2014 Nominado Teen Choice Award Choice Movie: Fight Kick Ass 2: Con un par Dave Lizewski/Kick-Ass vs. Chris D'Amico/The Motherfucker Compartido con: Aaron Taylor-Johnson 2010 Nominado Teen Choice Award Choice Movie: Villain Kick-Ass: Listo para machacar"", 'Young Artist Awards 2008 Nominado Young Artist Award Best Performance in a Feature Film - Supporting Young Actor Supersalidos', 'Young Hollywood Awards 2014 Nominado Young Hollywood Award Best Threesome Malditos vecinos Compartido con: Zac Efron · Dave Franco', 'Scream Awards 2010 Nominado Scream Award Best Supporting Actor Kick-Ass: Listo para machacar']","tt1646971"
"T.J. Miller","1981","['Reparto', 'Guion', 'Producción']","['Silicon Valley', 'Monstruoso', 'Big Hero 6']","['Scream Awards 2008 Nominado Scream Award Breakout Performance', ""Critics Choice Television Awards 2016 Nominado Critics' Choice TV Award Best Supporting Actor in a Comedy Series Silicon Valley 2015 Ganador Critics' Choice TV Award Best Supporting Actor in a Comedy Series Silicon Valley"", 'Behind the Voice Actors Awards 2016 Nominado BTVA Feature Film Voice Acting Award Best Vocal Ensemble in a Feature Film Hell and Back Compartido con: Nick Swardson · Bob Odenkirk · Mila Kunis · Rob Riggle · Susan Sarandon · Danny McBride · · · 2015 Nominado BTVA Feature Film Voice Acting Award Best Male Vocal Performance in a Feature Film in a Supporting Role Big Hero 6 As the voice of ""Fred"". 2015 Nominado BTVA Feature Film Voice Acting Award Best Vocal Ensemble in a Feature Film Big Hero 6 Compartido con: Ryan Potter · Scott Adsit · Daniel Henney · Jamie Chung · Genesis Rodriguez · Damon Wayans Jr. · · · 2015 Nominado BTVA Feature Film Voice Acting Award Best Vocal Ensemble in a Feature Film Cómo entrenar a tu dragón 2 Compartido con: Jay Baruchel · Cate Blanchett · Gerard Butler · Djimon Hounsou · America Ferrera · Kristen Wiig · · ·', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt1646971"
"Kristen Wiig","1973","['Reparto', 'Producción', 'Guion']","['La boda de mi mejor amiga', 'The Skeleton Twins', 'La vida secreta de Walter Mitty']","['Academy Awards, USA 2012 Nominado Oscar Best Writing, Original Screenplay La boda de mi mejor amiga Compartido con: Annie Mumolo', 'American Comedy Awards, USA 2014 Nominado American Comedy Award Best Comedy Actress - Film La vida secreta de Walter Mitty 2014 Nominado American Comedy Award Best Comedy Supporting Actress - Film Los amos de la noticia', 'Annie Awards 2014 Nominado Annie Outstanding Achievement in Voice Acting in an Animated Feature Production Gru 2: Mi villano favorito As ""Lucy""', 'BAFTA Awards 2012 Nominado BAFTA Film Award Best Original Screenplay La boda de mi mejor amiga Compartido con: Annie Mumolo', 'Critics Choice Awards 2015 Nominado Critics Choice Award Best Actress in a Comedy Movie The Skeleton Twins']","tt1646971"
"Ivan Sergei","1971","['Reparto', 'Dirección', 'Guion']","['Lo opuesto al sexo', 'Jack & Jill', 'Crossing Jordan']","['Best Actors Film Festival 2020 Ganador Best Actor Best Actor in a Comedy Magic Max', 'Culver City Film Festival 2020 Ganador Best Ensemble Cast Best Ensemble Cast - Feature Film Magic Max Compartido con: Parker Bates · Jud Tylor · Lotus Blossom · Barry Corbin · Sally Kirkland · Gary Hershberger · Joe Estevez · ·', 'Canadian International Faith & Family Film Festival 2020 Nominado CIFF Award Best Actor Magic Max', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir', 'Más de esta persona']","tt3036654"
"Masiela Lusha","1985","['Reparto', 'Equipo ejecutivo', 'Producción']","['El mal que esconde el olvido', 'El último Sharknado: Ya era hora', 'George Lopez']","NULL","tt3036654"
"Drew Fuller","1980","['Reparto', 'Dirección', 'Producción']","['El último regalo', 'Embrujadas', 'Army Wives']","NULL","tt3036654"
"Krista Allen","NULL","['Reparto', 'Banda sonora', 'Reparto']","['Belleza y poder', 'Los vigilantes de la playa', 'Ejecutivo agresivo']","['Daytime Emmy Awards 2023 Nominado Daytime Emmy Outstanding Performance by a Supporting Actress in a Daytime Drama Series Belleza y poder', 'Burbank International Film Festival 2018 Nominado Best Actress Best Actress Eleven Eleven', 'IndieFEST Film Awards 2018 Ganador Award of Merit Special Mention Leading Actress Eleven Eleven', 'Hollywood Boulevard Film Festival 2018 Ganador Festival Award Best Actress Eleven Eleven', 'Silver State Film Festival 2020 Ganador Festival Award Best supporting Actress - Feature Film Shadows']","tt3036654"
"Peter Dobson","1964","['Reparto', 'Producción', 'Dirección']","['Forrest Gump', 'Agárrame esos fantasmas', '3 Days in Malay']","[""Accolade Competition 2016 Ganador Award of Excellence Special Mention Feature Film Bad Frank Compartido con: Tony Germinario · Kevin Interdonato · Brandon Heitkamp · Andy O'Connell · George Stohr · Joseph Sernio"", ""Action on Film International Film Festival, USA 2016 Nominado Action on Film Award Best Drama Feature Bad Frank Compartido con: Tony Germinario · Kevin Interdonato · George Stohr · Andy O'Connell · Brandon Heitkamp · Joseph Sernio"", ""Atlantic City Cinefest 2016 Ganador Festival Prize Best Feature - Action Drama Bad Frank Compartido con: Tony Germinario · Kevin Interdonato · Brandon Heitkamp · George Stohr · Andy O'Connell · Joseph Sernio 2012 Ganador Lifesaver Achievement Award"", ""New York City Independent Film Festival 2017 Nominado Best Feature Film Best Feature Film Bad Frank Compartido con: Tony Germinario · Kevin Interdonato · Brandon Heitkamp · George Stohr · Andy O'Connell · Russ Russo ·"", ""Maryland International Film Festival 2017 Ganador Best Feature Film Best Feature Film Bad Frank Compartido con: Brandon Heitkamp · Kevin Interdonato · Tony Germinario · Joseph Sernio · George Stohr · Andy O'Connell""]","tt3036654"
"Anne Winters","1994","['Reparto', 'Producción', 'Banda sonora']","['Por trece razones', 'Escuela para fracasados', 'Zac and Mia']","['Daytime Emmy Awards 2018 Ganador Daytime Emmy Outstanding Lead Actress in a Digital Daytime Drama Series Zac and Mia For playing: ""Mia Phillips"".', ""Milano International Film Festival Awards (MIFF Awards) 2014 Ganador Leonardo's Horse Best Ensemble Cast Sand Castles Compartido con: Jordon Hodges · Randy Spence · Saxon Trainor · Daniella Grace · Scott Jemison · Clint Howard"", 'St. Tropez International Film Festival 2016 Ganador Festival Prize Best Supporting Actress The Tribe', 'Christian Film Festival-Menchville Baptist Church 2016 Ganador Best Cast Pass the Light Compartido con: Cameron Palatas · Alexandria DeBerry · Dalpre Grayer · Jon Gries · Colby French · Milena Govich · · · · · · · · · · · · · · · · · · · · · · · 2016 Ganador Best Actress Teen Fan Favorite Pass the Light', 'Contribuir a esta página Sugerir un cambio o añadir el contenido que falta Consulta nuestra guía para actualizar los premios Más información acerca de cómo contribuir']","tt3036654"
"Adrian L. Tudor","NULL","['Reparto', 'Reparto']","['su papel en April Rain', 'Fatal instinct (Por instinto']","NULL","tt3036654"
"Richard Burgi","1958","['Reparto', 'Reparto']","['El infierno verde', 'Hostel 2', 'Mujeres desesperadas']","['Screen Actors Guild Awards 2007 Nominado Actor Outstanding Performance by an Ensemble in a Comedy Series Mujeres desesperadas Compartido con: Andrea Bowen · Mehcad Brooks · Ricardo Chavira · Marcia Cross · James Denton · Teri Hatcher · · · · · · · · · · · · · · · · · ·', 'Accolade Competition 2015 Ganador Award of Excellence Supporting Actor No Letting Go', 'Sydney Indie Film Festival 2015 Nominado Festival Award Best Male Support No Letting Go', 'Gold Derby Awards 2006 Nominado Gold Derby TV Award Ensemble of the Year Mujeres desesperadas Compartido con: Andrea Bowen · Mehcad Brooks · Ricardo Chavira · Marcia Cross · James Denton · Harriet Sansom Harris · · · · · · · · · · · · · ·', 'Soap Hub Award 2021 Nominado 2nd Annual Soap Hub Award Favorite The Young & The Restless Actor The Young and the Restless']","tt3036654"
"Dominique Swain","1980","['Reparto', 'Producción', 'Dirección de la segunda unidad o asistencia a dirección']","['Lolita de Adrian Lyne', 'Cara a cara (Face/Off', 'Alpha Dog']","['Academy of Science Fiction, Fantasy & Horror Films, USA 1998 Nominado Saturn Award Best Performance by a Younger Actor/Actress Cara a cara (Face/Off)', 'Chicago Film Critics Association Awards 1999 Nominado CFCA Award Most Promising Actress Lolita de Adrian Lyne', 'MTV Movie + TV Awards 1999 Nominado MTV Movie Award Best Kiss Lolita de Adrian Lyne Compartido con: Jeremy Irons', 'Young Artist Awards 1999 Ganador Young Artist Award Best Performance in a TV Movie/Pilot/Mini-Series or Series - Leading Young Actress Lolita de Adrian Lyne', 'YoungStar Awards 1999 Nominado YoungStar Award Best Performance by a Young Actress in a Mini-Series/Made for TV Film Lolita de Adrian Lyne']","tt3036654"
"Cody McGlashan","NULL","['Reparto', 'Dirección', 'Guion']","['su papel en Gary Screams for You', 'Another Day y See Me']","NULL","tt14998762"
"Steffen Diem Garcia","NULL","['Reparto', 'Equipos adicionales', 'Producción']","['su papel en Rasta Powers', 'The Last House of Horror', 'Viral']","NULL","tt14998762"
"Michael Stock","NULL","['Reparto', 'Dirección de casting', 'Producción']","['su papel en Gary Screams for You', 'Chicago Fire', ""Uta Hagen's Acting Class""]","NULL","tt14998762"
"T.J. Thomas","NULL","['Reparto', 'Reparto']","['su papel en Gary Screams for You']","NULL","tt14998762"
"Martin Pechlát","1974","['Reparto', 'Banda sonora', 'Reparto']","['Odpad mesto smrt', 'Okupace', 'Atlas ptáku']","NULL","tt10704730"
"David Svehlík","1972","['Reparto', 'Guion y continuidad', 'Reparto']","['Samhain, A la sombra', 'Ocas jesterky']","NULL","tt10704730"
"Hynek Cermák","1973","['Reparto', 'Guion', 'Dirección']","['Nevinnost', 'Stalingrado', 'Cirkus Bukowsky']","NULL","tt10704730"
